carat,cut,color,clarity,depth,table,price,x,y,z,date_sold
0.41,Ideal,5,VVS1,61.5,55,"$1,011",4.81,4.79,2.95,17/09/18
0.73,Premium,5,SI1,62.2,57,"$2,107",5.8,5.77,3.6,15/01/13
1.16,Premium,5,SI1,61.2,58,"$5,454",6.76,6.81,4.15,12/05/06
0.51,Ideal,3,VVS2,62.4,57,"$2,093",5.08,5.12,3.18,17/07/08
1.57,Ideal,6,SI1,61.9,55,"$11,040",7.38,7.44,4.59,18/06/00
0.34,Ideal,4,VS2,61.5,56,$765,4.5,4.47,2.76,01/12/00
0.5,Very Good,3,VS1,61.4,58,"$1,849",5.05,5.14,3.13,26/01/12
1.11,Premium,6,SI2,61.8,58,"$4,196",6.66,6.61,4.1,18/10/08
0.38,Premium,6,VS2,60.2,58,$812,4.75,4.69,2.84,18/09/18
0.6,Ideal,4,IF,62.2,55,"$2,533",5.36,5.44,3.36,19/08/18
1.01,Ideal,4,SI1,61.1,58,"$5,497",6.43,6.49,3.95,04/04/19
0.38,Ideal,3,VS2,62.8,57,"$1,026",4.62,4.58,2.89,28/02/02
0.53,Ideal,4,VVS2,61.7,56,"$2,051",5.23,5.2,3.22,15/02/15
0.7,Ideal,6,VVS2,61.6,56.5,"$2,487",5.65,5.72,3.51,08/04/01
0.32,Very Good,4,SI2,62.3,58,$421,4.37,4.42,2.74,27/01/12
0.71,Premium,6,VVS1,62,58,"$2,572",5.7,5.65,3.52,15/08/99
1.57,Very Good,4,SI2,61.1,61,"$8,419",7.43,7.46,4.55,04/11/02
0.78,Ideal,1,SI2,61.4,57,"$3,454",5.91,5.94,3.64,31/07/98
1.03,Very Good,3,VVS2,61.5,55,"$8,998",6.48,6.57,4.01,12/02/16
0.53,Premium,2,SI1,60,60,"$1,607",5.27,5.24,3.21,19/11/08
2.31,Very Good,6,SI1,62.5,55,"$16,801",8.43,8.5,5.29,23/06/98
0.4,Ideal,6,VS2,62.4,53,$667,4.75,4.77,2.97,07/01/16
0.3,Very Good,5,SI1,62.4,58,$389,4.23,4.29,2.66,19/02/16
1.01,Premium,3,VS2,59.7,60,"$5,923",6.41,6.38,3.82,10/07/99
0.36,Ideal,4,VVS1,60,56,$892,4.66,4.69,2.81,01/03/14
1.01,Good,2,VVS2,63.9,58,"$8,415",6.31,6.37,4.05,18/08/04
0.33,Premium,4,VS2,61.4,60,$579,4.41,4.45,2.72,10/06/18
1.67,Premium,5,SI2,62.6,60,"$8,118",7.57,7.52,4.72,15/10/18
1.02,Premium,1,VS2,59.8,61,"$6,909",6.61,6.54,3.93,10/01/09
0.3,Ideal,3,SI1,60.9,55,$550,4.34,4.38,2.66,06/12/06
1.33,Ideal,4,VVS2,62.6,57,"$12,209",7.04,6.99,4.39,08/07/10
0.71,Very Good,2,SI1,60,56,"$3,122",5.85,5.78,3.49,02/12/05
0.43,Ideal,3,VS1,61.9,56,$774,4.84,4.85,3,04/07/19
0.36,Premium,5,VS1,60.5,59,$631,4.6,4.63,2.79,03/09/00
0.32,Very Good,3,VVS1,59.4,59,$886,4.45,4.47,2.65,11/03/10
1.64,Premium,5,SI1,59.2,58,"$10,874",7.76,7.68,4.57,06/12/17
1.59,Premium,6,VS2,62.9,56,"$10,471",7.48,7.43,4.69,18/10/02
1.25,Premium,7,VS2,62.2,59,"$5,396",6.88,6.86,4.27,28/09/13
0.31,Ideal,3,VS1,61,56,$642,4.38,4.4,2.68,05/12/16
0.31,Ideal,1,VS2,62.1,56,$734,4.34,4.35,2.7,30/12/01
0.7,Premium,2,SI1,61.7,62,"$2,592",5.68,5.64,3.49,12/01/02
1.51,Ideal,3,VS2,62.2,53,"$13,771",7.35,7.31,4.56,02/01/99
0.33,Ideal,5,VS1,61.8,56,$579,4.41,4.46,2.74,11/07/05
0.3,Premium,6,VVS1,62.6,60,$552,4.25,4.28,2.67,19/08/99
1.38,Ideal,3,SI2,62,58,"$7,767",7.12,7.17,4.43,18/01/12
0.4,Good,3,VVS2,62.2,63,$936,4.66,4.69,2.91,12/02/19
0.52,Ideal,2,VVS2,61.8,56,"$2,301",5.16,5.19,3.2,24/11/14
0.39,Premium,2,SI2,60.7,62,$778,4.74,4.72,2.87,13/03/07
0.32,Premium,2,VS2,62.6,58,$900,4.4,4.36,2.74,23/02/01
0.9,Fair,2,VS1,67.6,56,"$3,276",5.94,5.9,4,24/03/16
1,Very Good,2,SI1,59.2,59,"$5,718",6.49,6.55,3.86,12/04/01
1.04,Very Good,4,IF,60.7,58,"$8,655",6.52,6.65,4,24/07/18
0.35,Very Good,3,SI1,61,55,$590,4.6,4.63,2.81,10/11/14
0.72,Very Good,3,VS2,61.6,58,"$3,238",5.75,5.78,3.55,19/08/10
0.55,Good,3,SI1,57,62,"$1,410",5.42,5.44,3.1,04/02/16
0.32,Premium,4,VS2,61.5,60,$720,4.39,4.36,2.69,24/02/12
0.36,Ideal,1,VS2,61.7,55,"$1,094",4.6,4.58,2.83,31/12/08
1.19,Premium,6,SI2,62.6,58,"$4,498",6.82,6.69,4.23,03/01/98
0.3,Ideal,2,VVS2,62.3,56,$766,4.3,4.34,2.69,24/11/05
0.33,Ideal,5,VVS2,61.9,55,$854,4.47,4.45,2.76,29/05/19
0.32,Good,3,SI1,61.6,60.1,$528,4.38,4.4,2.71,19/06/00
0.34,Very Good,4,SI1,61.5,56,$507,4.45,4.52,2.76,06/10/18
0.32,Very Good,4,VS2,59.9,57,$561,4.47,4.51,2.69,29/05/05
0.39,Good,3,VVS2,57.7,61,"$1,058",4.91,4.8,2.8,04/04/01
1.2,Very Good,3,SI1,62.7,58,"$6,973",6.74,6.72,4.22,24/07/10
1,Premium,2,SI1,61,61,"$4,805",6.45,6.4,3.92,15/12/10
0.9,Good,4,SI1,60,61,"$3,752",6.19,6.22,3.72,29/07/08
2,Very Good,2,SI2,60.5,60,"$16,064",8.03,8.08,4.87,14/01/18
1.3,Premium,6,SI1,58.1,59,"$6,188",7.19,7.16,4.17,10/06/14
0.42,Ideal,7,VS1,61.4,55,$664,4.83,4.85,2.97,12/06/17
0.54,Very Good,1,VS2,61.1,55,"$1,892",5.24,5.37,3.24,11/02/12
1.61,Ideal,6,SI1,62.4,55,"$10,236",7.49,7.52,4.68,08/03/19
0.36,Very Good,1,SI1,60.1,57,$663,4.62,4.66,2.79,15/10/08
1.04,Premium,6,SI2,61.6,58,"$3,512",6.58,6.47,4.02,30/01/15
0.31,Ideal,3,VS1,61.5,54,$642,4.36,4.39,2.69,20/01/04
0.41,Ideal,5,IF,61.8,55,"$1,243",4.79,4.76,2.95,29/11/17
0.55,Ideal,2,SI1,60.8,56,"$1,566",5.31,5.34,3.24,01/08/11
0.7,Good,5,VVS2,63.8,57,"$2,608",5.61,5.51,3.55,26/01/99
1.5,Premium,3,SI1,60,60,"$8,400",7.48,7.42,4.47,30/03/13
0.76,Good,1,VS1,63.7,56,"$3,950",5.81,5.77,3.69,05/06/19
0.71,Premium,2,VVS1,62.7,60,"$3,779",5.73,5.62,3.56,14/03/12
0.74,Ideal,4,VS1,60.9,55,"$3,635",5.84,5.91,3.58,24/03/16
0.74,Ideal,3,SI2,60.6,57,"$2,555",5.88,5.84,3.55,23/11/12
0.52,Ideal,3,VS1,62,57,"$1,778",5.13,5.16,3.19,27/07/00
0.71,Fair,4,VS1,65.5,55,"$2,686",5.62,5.53,3.65,11/11/14
0.73,Very Good,3,VS1,62,57,"$3,200",5.73,5.75,3.56,04/12/04
0.31,Ideal,7,VS2,62.3,54,$396,4.35,4.38,2.72,15/01/13
1.2,Ideal,6,SI1,62.6,58,"$5,376",6.74,6.71,4.21,21/03/19
0.33,Ideal,4,VVS1,61.8,55,$838,4.47,4.5,2.77,24/04/00
1.59,Very Good,6,VS2,60.5,63,"$10,106",7.52,7.45,4.53,15/02/07
1,Premium,7,SI1,62,62,"$3,276",6.27,6.22,3.87,02/10/02
0.91,Premium,2,VS1,62.8,60,"$4,969",6.11,6.08,3.83,02/02/00
0.46,Good,3,SI2,64,57,$787,4.88,4.83,3.11,18/02/01
1.02,Very Good,6,VS2,62.1,59,"$5,013",6.37,6.44,3.98,24/10/03
0.55,Good,6,VVS2,61,61,"$1,384",5.32,5.36,3.26,08/03/01
0.4,Ideal,4,SI2,61.9,54,$622,4.75,4.8,2.94,25/12/14
1.27,Very Good,6,VS2,62.6,59,"$6,007",6.86,6.95,4.32,03/11/00
1.05,Premium,5,VS1,60.9,60,"$5,580",6.58,6.53,3.99,12/10/98
0.31,Premium,1,SI1,62.2,52,$732,4.37,4.34,2.71,09/11/12
0.37,Ideal,4,SI1,62,55,$586,4.62,4.64,2.87,05/03/12
2.14,Premium,5,SI2,61.2,57,"$13,421",8.36,8.32,5.1,15/11/16
0.72,Good,5,VS1,60,61.2,"$2,637",5.74,5.83,3.47,07/06/01
2.03,Premium,7,SI2,60.4,59,"$9,435",8.15,8.12,4.91,17/01/11
0.7,Premium,3,SI2,61.9,62,"$2,107",5.69,5.66,3.51,30/06/02
0.3,Ideal,3,SI1,61.9,57,$609,4.28,4.31,2.66,07/11/04
1.14,Ideal,4,VVS2,62.3,55,"$8,743",6.64,6.72,4.18,22/08/98
1,Premium,4,SI2,61.8,60,"$4,284",6.37,6.34,3.93,07/06/06
1,Good,4,SI1,63.1,56,"$4,218",6.31,6.41,4.01,08/01/01
0.57,Premium,1,VS2,61.7,60,"$1,944",5.28,5.32,3.27,13/01/10
0.3,Very Good,5,VS1,62.4,60,$491,4.23,4.29,2.66,12/05/16
0.68,Premium,4,SI1,61.9,60,"$1,749",5.66,5.62,3.49,26/11/01
0.32,Ideal,5,VS1,62.1,55,$672,4.4,4.39,2.73,16/12/15
0.31,Premium,4,SI1,62.6,58,$593,4.34,4.29,2.7,09/06/08
1.13,Ideal,4,VVS1,59.6,57,"$9,872",6.89,6.81,4.08,01/08/06
0.41,Ideal,3,VS2,60,56,$863,4.82,4.88,2.91,24/09/04
0.4,Ideal,1,VVS2,62.2,55,"$1,323",4.74,4.72,2.94,17/09/11
1.12,Premium,1,SI2,59.5,59,"$4,663",6.8,6.75,4.03,27/03/19
0.5,Premium,4,SI2,60.7,57,$978,5.15,5.07,3.1,03/07/17
1.24,Ideal,5,VVS1,61.9,55,"$8,693",6.85,6.91,4.27,08/08/02
0.57,Ideal,2,VS2,62.2,55,"$1,698",5.3,5.34,3.31,01/05/18
0.31,Ideal,3,VS2,60.8,56,$625,4.38,4.41,2.67,19/08/07
0.42,Premium,3,VS2,61.9,58,$884,4.76,4.8,2.96,15/10/03
0.86,Very Good,4,SI2,62.6,56,"$2,967",6.01,6.07,3.78,24/06/08
0.32,Premium,4,VVS1,61.9,58,"$1,080",4.39,4.36,2.71,13/08/04
1.5,Very Good,7,VVS2,62.8,62,"$7,840",7.22,7.25,4.54,19/10/98
1.6,Premium,6,VS1,58.6,58,"$11,021",7.72,7.66,4.51,22/02/01
0.24,Good,2,VVS1,60.8,64,$492,3.97,3.99,2.42,27/10/18
0.71,Premium,3,SI2,62.1,60,"$2,169",5.68,5.62,3.51,12/03/06
0.3,Good,4,VVS2,63.6,57,$684,4.26,4.3,2.72,30/04/03
0.42,Ideal,4,IF,60.4,55,"$1,400",4.85,4.86,2.93,25/03/14
1.11,Premium,5,SI1,62.8,61,"$5,315",6.63,6.56,4.14,01/02/02
0.54,Ideal,4,SI1,60,57,"$1,999",5.31,5.36,3.2,14/12/07
2.25,Premium,6,SI1,61.3,58,"$15,397",8.52,8.42,0,11/09/11
0.9,Ideal,3,SI1,60.7,57,"$4,401",6.21,6.25,3.78,12/06/18
1.52,Good,6,VS2,63.3,61,"$8,778",7.23,7.27,4.59,01/12/00
1.2,Ideal,5,VS2,61.2,59,"$7,072",6.84,6.89,4.2,17/12/10
0.3,Very Good,1,SI1,63.1,56,$662,4.28,4.24,2.69,29/12/99
0.32,Ideal,3,SI1,61.4,54,$586,4.42,4.44,2.72,17/10/98
0.3,Ideal,4,VS1,62.2,55,$776,4.31,4.28,2.67,11/02/07
0.32,Good,3,VVS2,62.5,61,$619,4.32,4.38,2.72,17/12/10
0.32,Very Good,5,VS2,60.7,61,$505,4.39,4.41,2.67,31/05/01
0.41,Ideal,2,VS2,62.5,55,$935,4.74,4.77,2.97,18/07/18
1.7,Premium,1,SI1,61.9,59,"$15,238",7.64,7.61,4.72,05/07/17
0.52,Premium,1,SI1,60.7,58,"$1,376",5.23,5.18,3.16,11/08/18
0.52,Ideal,2,VS2,60.7,56,"$1,576",5.2,5.24,3.17,14/03/14
0.32,Ideal,3,VVS1,62.5,53,$854,4.4,4.43,2.76,15/07/03
0.33,Ideal,2,SI1,61.9,56,$702,4.46,4.49,2.77,08/08/15
1,Premium,5,SI2,61,61,"$3,864",6.31,6.27,3.84,22/12/07
0.5,Fair,1,VVS1,65.9,64,"$1,792",4.92,5.03,3.28,19/07/06
1,Very Good,2,VS2,59.4,59,"$6,377",6.44,6.46,3.83,30/06/07
0.38,Very Good,1,VS2,63.1,55,"$1,005",4.6,4.59,2.9,22/02/07
0.63,Ideal,2,VS1,61.9,55,"$2,565",5.46,5.5,3.4,07/10/16
0.7,Premium,2,SI1,61.2,57,"$2,777",5.73,5.68,3.49,28/08/16
1.4,Premium,4,SI1,62.5,58,"$8,511",7.12,7.06,4.43,17/07/09
0.26,Premium,2,VVS1,60.9,59,$814,4.12,4.09,2.5,02/12/16
0.5,Good,2,SI1,64,57,"$1,155",5.04,4.99,3.21,08/02/08
1.25,Premium,6,SI1,59.7,59,"$5,293",6.97,7.03,4.18,30/04/18
0.42,Premium,5,SI1,60.9,58,$898,4.85,4.84,2.95,10/10/14
0.72,Ideal,4,VS2,61.3,56,"$2,960",5.77,5.81,3.55,12/03/01
0.63,Very Good,5,VS1,61.1,57,"$1,991",5.5,5.54,3.37,06/01/07
2.01,Fair,3,I1,58.7,66,"$7,294",8.3,8.19,4.84,02/06/99
0.82,Fair,5,SI1,64.9,58,"$3,057",5.82,5.77,3.76,26/09/00
0.42,Very Good,4,VVS2,58.5,63,"$1,181",4.9,4.88,2.86,25/02/98
0.64,Ideal,2,VVS2,62.1,53,"$3,157",5.51,5.54,3.43,19/10/00
0.42,Ideal,1,VVS2,62.5,57,"$1,389",4.8,4.77,2.99,20/09/09
2.03,Ideal,4,SI2,61.1,57,"$17,182",8.16,8.21,5,08/03/99
0.41,Ideal,3,VS2,62.7,56,"$1,107",4.78,4.72,2.98,31/05/99
2.02,Very Good,5,SI1,63.4,60,"$17,672",7.96,8.04,5.07,04/11/12
1.16,Fair,5,SI2,68.2,55,"$3,118",6.47,6.37,4.38,12/02/04
1,Good,4,SI1,57.2,59,"$4,758",6.66,6.62,3.8,15/08/13
0.24,Ideal,4,IF,61.3,57,$559,4,4.03,2.46,15/03/04
0.41,Ideal,2,VS1,62.2,55,$964,4.76,4.79,2.97,28/03/08
1.02,Good,1,SI2,63.4,59,"$4,633",6.37,6.41,4.05,06/09/99
0.4,Good,2,SI1,63.2,56,$687,4.69,4.74,2.98,12/06/10
0.26,Premium,5,VVS1,59.8,59,$468,4.12,4.17,2.48,07/04/15
0.73,Very Good,4,VVS1,62.9,59,"$3,606",5.7,5.78,3.61,04/07/12
0.42,Premium,5,VVS1,60.9,62,"$1,096",4.86,4.8,2.94,28/02/05
0.7,Ideal,6,VS2,62.1,54.6,"$2,240",5.68,5.72,3.54,23/11/07
1.52,Premium,7,VS1,62.4,59,"$8,258",7.36,7.31,4.58,16/01/10
0.7,Very Good,5,SI1,62.2,56,"$2,107",5.64,5.67,3.52,29/08/08
0.24,Ideal,3,IF,61.6,57,$678,3.97,4,2.45,01/04/12
0.51,Very Good,3,VS1,59.9,63,"$1,812",5.22,5.16,3.11,10/02/00
0.32,Very Good,2,SI1,62.2,58,$561,4.36,4.39,2.72,13/12/06
0.92,Ideal,1,SI1,61.8,55,"$4,696",6.25,6.28,3.87,28/04/08
1.62,Ideal,5,SI1,60.9,58,"$11,180",7.53,7.61,4.61,10/07/05
0.38,Premium,6,VS2,61.7,59,$812,4.64,4.6,2.85,16/04/00
0.32,Ideal,4,VS1,62.3,55,$828,4.4,4.37,2.73,08/04/11
1.18,Fair,1,SI2,57,66,"$3,899",6.96,6.91,3.98,26/08/11
1.26,Ideal,4,VS1,62.3,57,"$6,604",6.93,6.87,4.3,05/01/02
1.23,Ideal,3,VS2,61.7,57,"$9,547",6.94,6.9,4.27,19/05/12
0.3,Good,1,SI1,63.4,55,$515,4.22,4.26,2.69,29/04/04
0.96,Ideal,3,VS1,61.7,56,"$4,333",6.4,6.34,3.93,13/10/99
1.5,Very Good,4,SI1,63.6,58,"$10,633",7.14,7.29,4.59,18/06/99
0.7,Good,5,VS2,62.2,61.6,"$2,428",5.63,5.66,3.51,22/02/07
0.71,Premium,2,SI1,59.2,59,"$2,817",5.86,5.83,3.46,29/12/98
1.53,Ideal,5,SI1,61.1,57,"$10,659",7.45,7.44,4.55,08/12/08
1.74,Ideal,7,SI1,62.1,54,"$9,208",7.73,7.69,4.79,27/01/00
0.52,Premium,4,SI1,62.6,58,"$1,249",5.13,5.1,3.2,04/04/06
1,Fair,4,SI1,66.2,58,"$4,295",6.25,6.15,4.11,19/06/16
0.32,Ideal,3,VS2,61.9,55,$773,4.45,4.41,2.74,10/08/06
0.3,Ideal,1,VS2,62.4,55,$616,4.3,4.32,2.69,11/08/13
0.35,Ideal,2,SI1,62.3,56,$788,4.56,4.53,2.83,13/05/99
0.54,Ideal,4,SI1,61.9,54,"$1,368",5.26,5.28,3.26,29/12/12
0.3,Very Good,5,VS2,62.7,59,$473,4.22,4.26,2.66,22/12/17
2.28,Premium,5,SI2,62.1,59,"$18,055",8.44,8.4,5.23,16/04/18
0.34,Very Good,3,VS2,62.5,57.5,$730,4.4,4.45,2.77,09/05/02
0.7,Ideal,7,VS2,62,58,"$1,953",5.66,5.69,3.52,17/05/06
0.56,Very Good,2,VVS2,60.7,57,"$2,442",5.31,5.36,3.24,15/04/17
0.3,Ideal,1,VVS2,62.2,55,$814,4.32,4.33,2.69,21/10/12
0.53,Ideal,2,VVS2,61.8,55,"$2,433",5.16,5.19,3.2,19/01/98
0.81,Premium,5,SI1,59.1,57,"$2,585",6.16,6.09,3.62,29/05/04
0.5,Ideal,4,VS1,62.6,57,"$1,569",5.05,5.08,3.17,03/07/13
0.89,Good,2,SI2,64.3,65,"$2,728",6,5.95,3.84,27/01/19
0.4,Good,4,VS1,59.6,61,$820,4.8,4.86,2.88,04/07/99
0.5,Ideal,1,VS1,61.6,57,"$1,923",5.09,5.13,3.15,30/01/04
0.28,Ideal,5,VS1,61.8,57,$497,4.2,4.22,2.6,26/12/00
1,Premium,3,VS2,58.7,56,"$4,743",6.46,6.42,3.78,08/12/17
1.04,Premium,5,VS2,62.7,61,"$5,416",6.48,6.44,4.05,12/07/12
0.31,Good,2,SI1,63.4,55,$544,4.29,4.32,2.73,13/08/02
1.22,Premium,6,SI2,62.3,58,"$4,919",6.85,6.8,4.25,27/02/00
0.5,Very Good,6,SI1,63.4,62,"$1,073",5,4.95,3.15,31/05/18
0.5,Ideal,2,VS2,61.4,55,"$1,614",5.13,5.16,3.16,16/09/12
1.58,Premium,3,SI2,59.1,59,"$6,194",7.68,7.59,4.51,05/04/01
1,Good,5,SI1,63.9,56,"$4,469",6.31,6.28,4.02,21/01/18
1.06,Ideal,3,VS1,61.9,57,"$7,479",6.55,6.53,4.05,18/04/11
0.73,Ideal,3,SI1,61.7,55,"$3,249",5.79,5.82,3.58,20/06/12
0.4,Ideal,1,VVS2,61.4,56,"$1,078",4.75,4.8,2.93,22/06/07
0.53,Very Good,4,VS1,60.1,58,"$1,721",5.27,5.32,3.18,19/05/07
0.31,Ideal,1,VS2,60.8,56,$692,4.39,4.42,2.68,05/12/08
0.36,Premium,2,SI1,62.2,59,$756,4.57,4.53,2.83,19/07/13
0.33,Good,2,SI1,63.4,55,$579,4.37,4.4,2.78,22/08/14
1.52,Very Good,7,VS2,63.1,61,"$7,109",7.23,7.19,4.55,20/12/98
0.31,Very Good,4,VVS1,63,56,$710,4.26,4.28,2.69,15/04/18
1.2,Good,2,VS2,63.7,57,"$5,914",6.71,6.64,4.25,16/05/00
1.12,Ideal,4,VS2,62.2,54,"$7,193",6.65,6.7,4.15,17/05/07
0.4,Ideal,2,VVS2,62.2,56,"$1,158",4.71,4.78,2.95,06/05/06
1.04,Premium,3,VVS2,61.6,59,"$9,505",6.53,6.49,4.01,23/11/05
1.25,Ideal,2,SI1,61.1,57,"$6,468",6.93,6.89,4.22,22/06/15
0.9,Very Good,2,SI2,63.7,56,"$3,482",6.08,6.13,3.89,20/11/99
1.5,Good,3,SI2,59.7,61,"$8,181",7.39,7.44,4.43,15/01/11
0.5,Premium,2,VS2,58.1,61,"$1,420",5.23,5.17,3.02,23/08/02
0.75,Fair,2,VS2,56,67,"$2,940",6.18,6.08,3.43,04/05/04
0.55,Good,1,IF,58,62,"$3,509",5.31,5.41,3.12,16/05/12
0.3,Ideal,4,VS2,62.5,53,$526,4.27,4.3,2.68,19/10/00
0.4,Very Good,3,VVS1,62.9,55,"$1,111",4.71,4.74,2.97,15/05/14
0.34,Very Good,5,SI2,58.6,62,$417,4.6,4.62,2.7,20/10/09
0.38,Premium,4,VS1,61.9,59,$833,4.63,4.67,2.88,14/12/98
0.9,Very Good,5,VS2,63.3,59,"$4,082",6.05,6.01,3.82,27/07/02
0.55,Ideal,4,VS1,60.9,56,"$1,591",5.29,5.35,3.24,13/12/10
0.77,Very Good,4,VVS2,62.8,58,"$3,829",5.84,5.78,3.65,27/10/01
0.34,Very Good,1,SI1,59.8,61,$626,4.5,4.53,2.7,22/07/06
0.31,Ideal,2,IF,60.7,56,"$1,051",4.36,4.4,2.66,01/01/06
0.44,Ideal,2,VS2,61.6,54,$936,4.9,4.97,3.04,31/05/12
0.3,Ideal,1,VS1,61,57,$761,4.3,4.33,2.63,18/01/07
0.41,Ideal,7,VS1,62.4,55,$648,4.75,4.77,2.97,25/11/03
0.3,Ideal,2,IF,61.1,57,"$1,013",4.31,4.33,2.64,02/02/06
0.71,Very Good,2,VS2,61.3,60,"$2,930",5.74,5.71,3.51,18/06/98
0.41,Premium,4,VVS1,59.9,59,"$1,151",4.79,4.83,2.88,28/01/17
0.3,Good,4,VVS2,63.2,57,$684,4.23,4.28,2.69,20/08/14
0.83,Ideal,3,SI2,59.5,57,"$2,386",6.13,6.1,3.64,25/11/08
1.13,Fair,5,SI1,65.3,59,"$5,771",6.52,6.44,4.23,29/09/08
1.1,Ideal,4,VVS2,62,56,"$8,932",6.68,6.64,4.13,01/11/04
1.62,Good,5,VS2,61.5,60.8,"$12,429",7.48,7.53,4.62,13/06/12
0.72,Very Good,3,VS1,63.3,58,"$3,219",5.66,5.71,3.6,24/01/14
1.2,Good,2,SI1,59.9,64,"$6,653",6.84,6.79,4.08,14/12/17
1.01,Very Good,3,SI1,60.8,59,"$4,869",6.49,6.53,3.96,24/08/01
1.35,Ideal,7,VS2,61.8,54,"$6,754",7.1,7.14,4.4,25/01/11
1.2,Premium,2,VS2,62,59,"$8,279",6.78,6.71,4.18,21/09/03
1.03,Fair,7,SI2,64.6,62,"$3,149",6.3,6.21,4.06,23/08/12
1.14,Ideal,5,SI2,62.6,57,"$4,788",6.72,6.63,4.18,27/12/98
0.7,Ideal,3,VVS2,61.7,58,"$3,644",5.66,5.71,3.51,08/12/99
0.52,Very Good,1,SI1,60.5,61,"$1,408",5.19,5.23,3.15,22/11/14
0.36,Ideal,4,VVS2,62.3,56,"$1,053",4.56,4.53,2.83,12/07/15
1.59,Premium,4,SI1,62.2,58,"$9,707",7.51,7.45,4.65,28/05/10
0.51,Good,5,VS1,63.7,55,"$1,438",5.07,5.1,3.24,27/02/14
1.23,Ideal,7,SI1,62.2,57,"$5,407",6.89,6.81,4.26,11/08/98
0.41,Good,5,SI1,63.8,56,$683,4.69,4.74,3.01,21/03/16
0.9,Very Good,6,VS1,63.3,58,"$3,656",6.07,6.1,3.85,10/01/19
1.01,Premium,4,VS2,61.2,58,"$5,864",6.49,6.46,3.96,26/08/08
1.13,Ideal,1,SI1,61.8,56,"$5,829",6.68,6.74,4.15,17/12/01
0.74,Premium,2,VS2,62.7,58,"$3,228",5.77,5.72,3.6,16/10/11
1.13,Ideal,2,VVS2,61.4,57,"$11,115",6.69,6.74,4.12,17/05/12
0.71,Premium,4,SI1,58.5,58,"$2,215",5.87,5.82,3.42,29/08/01
0.7,Premium,5,SI1,60.9,62,"$2,176",5.72,5.67,3.47,12/11/99
0.34,Ideal,3,IF,60.7,57,"$1,074",4.5,4.53,2.74,10/11/14
1.1,Ideal,3,VS1,61.5,55,"$8,796",6.69,6.64,4.1,11/10/01
0.55,Good,3,IF,60.8,60,"$2,266",5.26,5.36,3.23,07/08/11
0.23,Very Good,2,VVS2,63.8,57,$485,3.88,3.9,2.48,16/09/98
1.23,Premium,4,VS2,61.1,57,"$8,128",6.96,6.91,4.24,15/04/07
1.03,Ideal,2,SI1,62.2,57,"$5,330",6.48,6.42,4.01,27/07/98
0.43,Ideal,5,VS1,62.3,57,$868,4.81,4.84,3,07/02/09
0.31,Ideal,4,VS2,62.2,56,$698,4.34,4.31,2.69,28/03/00
1.01,Ideal,3,VS1,62.2,57,"$7,240",6.48,6.39,4,14/07/06
0.33,Ideal,2,VS2,62.1,56,$723,4.4,4.45,2.75,10/12/05
0.31,Very Good,4,VS1,61.6,56,$640,4.35,4.38,2.69,17/04/14
0.7,Ideal,7,SI2,61.4,55,"$1,767",5.72,5.75,3.52,07/03/09
0.32,Ideal,4,VVS1,61.4,57,$814,4.39,4.41,2.7,10/03/03
0.27,Good,1,VVS2,64.3,55,$693,4.14,4.09,2.65,11/01/19
1.11,Premium,2,SI2,62.5,58,"$4,664",6.63,6.61,4.14,15/06/11
1.55,Premium,7,VS1,62.6,59,"$8,749",7.4,7.35,4.62,13/01/01
1.04,Premium,3,SI1,61.5,59,"$5,504",6.54,6.46,4,16/08/13
0.77,Premium,3,VS1,59.5,58,"$3,211",5.96,5.94,3.54,07/03/19
0.38,Very Good,5,VS2,63,56,$700,4.57,4.61,2.89,29/06/13
0.38,Ideal,3,VVS1,62.3,54.1,"$1,101",4.63,4.66,2.9,11/02/09
1.08,Ideal,3,VS2,61,57,"$7,923",6.68,6.61,4.06,22/02/12
0.26,Ideal,4,SI1,62.2,54,$394,4.11,4.12,2.56,24/03/11
1.01,Good,1,SI2,63.6,57,"$4,338",6.34,6.3,4.02,18/08/12
2.06,Good,5,SI2,63.7,57,"$16,512",8.12,8.03,5.14,29/11/13
1.02,Ideal,6,VS2,62.7,56,"$4,281",6.37,6.43,4.01,10/07/18
0.23,Good,2,VVS2,64.5,55,$472,3.85,3.9,2.5,11/11/04
0.41,Ideal,3,VVS1,61.8,55,"$1,295",4.76,4.78,2.95,10/03/14
1.05,Premium,5,SI1,61.9,58,"$4,692",6.5,6.45,4.01,21/01/05
0.38,Ideal,1,VVS1,60.3,56,"$1,915",4.74,4.72,2.85,16/10/18
0.32,Good,5,SI1,63.4,55,$461,4.36,4.38,2.77,10/03/10
0.4,Ideal,2,VS1,59.2,62,"$1,180",4.8,4.83,2.85,06/12/08
0.45,Ideal,6,VS2,61.7,59,"$1,013",4.96,4.91,3.04,06/07/12
0.51,Ideal,4,VVS2,60.1,56,"$1,875",5.19,5.22,3.13,15/11/13
1.5,Ideal,4,VS1,61.3,53.9,"$13,820",7.37,7.42,4.53,03/06/00
1.02,Good,5,SI2,63.1,59,"$4,207",6.37,6.43,4.04,24/07/03
0.33,Very Good,5,VS1,62.9,59,$579,4.35,4.4,2.75,30/01/11
1.51,Very Good,2,SI2,63.4,59,"$9,513",7.26,7.19,4.58,06/05/19
